year,country,iso,ifs,pop,rgdpmad,rgdppc,rconpc,gdp,iy,cpi,ca,imports,exports,narrowm,money,stir,ltrate,hpnom,debtgdp,revenue,expenditure,xrusd,tloans,tmort,thh,tbus,lev,ltd,noncore,crisisJST,crisisJST_old,peg,peg_strict,peg_type,peg_base,JSTtrilemmaIV,JSTtrilemmaIV_R,eq_tr,housing_tr,bond_tr,bill_rate,rent_ipolated,housing_capgain_ipolated,housing_capgain,housing_rent_rtn,housing_rent_yd,eq_capgain,eq_dp,eq_capgain_interp,eq_tr_interp,eq_dp_interp,bond_rate,eq_div_rtn,capital_tr,risky_tr,safe_tr
1999,Germany,DEU,134,82046,18380,94,96,3904,0,124,-61,870,997,1075,2668,3,4,121,1,479,530,2,4096,1759,1731,2365,4.13,120.33,68.38,0,0,0,0,FLOAT,USA,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
2000,Germany,DEU,134,82157,18944,97,98,4005,0,126,-71,1053,1168,1107,2638,4,5,121,1,572,519,2,4278,1868,1798,2480,4.20,124.73,70.23,0,0,0,0,FLOAT,USA,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
2001,Germany,DEU,134,82295,19157,98,100,4117,0,128,-16,1062,1248,1154,2804,4,5,121,1,479,524,2,4374,1919,1840,2534,4.32,119.82,69.45,0,0,0,0,FLOAT,USA,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
2002,Germany,DEU,134,82434,19140,98,99,4177,0,130,74,1014,1274,1340,2843,3,5,118,1,486,550,2,4383,1973,1885,2498,4.52,116.29,68.72,0,0,0,0,FLOAT,USA,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
2003,Germany,DEU,134,82479,19088,98,99,4206,0,131,56,1045,1300,1467,2937,2,4,117,1,472,549,2,4384,2199,1935,2449,4.55,112.80,67.82,0,0,0,0,FLOAT,USA,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
2004,Germany,DEU,134,82462,19284,99,99,4435,0,134,247,1125,1431,1542,2963,2,4,115,1,457,535,1,4350,2206,1980,2370,4.32,108.45,67.83,0,0,0,0,FLOAT,USA,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
2005,Germany,DEU,134,82415,19417,100,99,4494,0,136,258,1228,1538,1712,3110,2,3,112,1,489,551,2,4355,2258,2009,2346,4.38,104.71,67.78,0,0,0,0,FLOAT,USA,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
2006,Germany,DEU,134,82322,20041,104,100,4675,0,139,335,1436,1747,1812,3263,3,4,112,1,498,553,1,4385,2303,2030,2355,4.69,101.31,67.69,0,0,0,0,FLOAT,USA,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
2007,Germany,DEU,134,82212,20547,107,100,4909,0,142,456,1506,1888,1895,3615,4,4,114,1,544,573,1,4477,2282,2013,2464,4.62,96.62,67.43,0,0,0,0,FLOAT,USA,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
2008,Germany,DEU,134,82056,20801,109,100,5003,0,146,412,1576,1925,2024,3959,4,4,114,1,573,596,1,4611,2264,2004,2606,4.75,91.90,66.15,1,1,0,0,FLOAT,USA,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
2009,Germany,DEU,134,81771,19790,103,100,4805,0,146,389,1300,1571,2370,3894,1,3,115,1,553,620,1,4611,2259,2015,2596,5.04,88.98,62.85,0,0,0,0,FLOAT,USA,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
2010,Germany,DEU,134,81569,20661,107,101,5046,0,148,378,1559,1862,2570,3885,0,3,118,1,565,651,1,4602,2257,2026,2576,4.56,86.24,65.77,0,0,0,0,FLOAT,USA,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
2011,Germany,DEU,134,81560,21433,113,104,5287,0,151,447,1765,2076,2721,4113,1,3,124,1,601,635,2,4725,2283,2049,2676,4.66,85.58,65.03,0,0,0,0,FLOAT,USA,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
2012,Germany,DEU,134,81714,21540,114,105,5395,0,155,487,1772,2143,3108,4403,0,1,136,1,656,699,1,4764,2289,2070,2694,5.01,85.54,63.94,0,0,0,0,FLOAT,USA,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
2013,Germany,DEU,134,81937,21611,114,106,5528,0,157,494,1757,2138,3290,4516,0,2,144,1,656,681,1,4604,2307,2098,2506,5.75,83.77,60.79,0,0,0,0,FLOAT,USA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
2014,Germany,DEU,134,82279,21990,116,106,5747,0,158,564,1780,2198,3511,4728,0,1,149,1,682,675,2,4664,2397,2138,2526,5.92,82.93,61.08,0,0,0,0,FLOAT,USA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
2015,Germany,DEU,134,82994,22124,117,107,5963,0,159,564,1857,2334,3947,5180,0,0,156,1,709,667,2,4772,2451,2202,2570,6.21,82.79,58.92,0,0,0,0,FLOAT,USA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
2016,Germany,DEU,134,83666,22419,118,109,6180,0,160,561,1867,2361,4254,5473,0,0,168,1,719,709,2,4913,2464,2278,2635,6.25,81.95,58.25,0,0,0,0,FLOAT,USA,,,,,,,,,,,,,,,,,,,,,
2017,Germany,DEU,134,83979,22884,121,110,6410,0,163,483,2021,2507,4535,5709,0,0,178,1,796,736,2,5105,2551,2361,2744,6.59,83.07,56.40,0,0,0,0,FLOAT,USA,,,,,,,,,,,,,,,,,,,,,
1870,Denmark,DNK,128,1888,2003,9,13,1,0,3,,0,0,0,0,,5,,,0,0,3,0,,,,35.87,140.02,13.35,0,0,0,0,FLOAT,GBR,,,,,0,,,,,,,,,,,,0,,,,
1871,Denmark,DNK,128,1903,1993,9,14,1,0,3,,0,0,0,0,,5,,,0,0,3,0,,,,36.78,140.87,16.71,0,0,0,0,FLOAT,GBR,0,,,,0,,,,,,,,,,,,0,,,,
1872,Denmark,DNK,128,1918,2087,9,14,1,0,3,,0,0,0,0,,4,,,0,0,3,0,,,,31.92,123.67,14.55,0,0,0,0,FLOAT,GBR,0,0,,,0,,,,,,,,0,,,,0,,,,
1873,Denmark,DNK,128,1935,2057,9,15,1,0,3,,0,0,0,0,,4,,,0,0,3,0,,,,37.85,138.71,20.37,0,0,1,1,PEG,GBR,0,0,0,,0,,,,,,,0,0,,,,0,0,,,
1874,Denmark,DNK,128,1954,2096,9,15,1,0,3,0,0,0,0,0,,4,,,0,0,3,0,,,,34.15,135.66,24.90,0,0,1,1,PEG,GBR,-1,-1,0,,0,,,,,,,0,0,,,,0,0,,,
1875,Denmark,DNK,128,1973,2112,9,13,1,0,3,0,0,0,0,0,5,4,1,,0,0,3,0,0,,,35.12,137.71,28.89,0,0,1,1,PEG,GBR,-1,-1,0,,0,0,,,,,0,0,0,,,,0,0,,,0
1876,Denmark,DNK,128,1994,2130,10,14,1,0,3,0,0,0,0,0,6,4,1,,0,0,3,0,0,,,34.98,131.12,30.12,0,0,1,1,PEG,GBR,-1,-1,0,0,0,0,,,0,0,0,0,0,,,,0,0,,,0
1877,Denmark,DNK,128,2019,2046,9,14,1,0,3,0,0,0,0,0,6,5,1,,0,0,4,0,0,,,38.48,138.13,31.51,1,1,1,1,PEG,GBR,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,,,0
1878,Denmark,DNK,128,2043,2102,9,14,1,0,2,0,0,0,0,0,5,5,1,,0,0,4,0,0,,,41.32,129.95,21.15,0,0,1,1,PEG,GBR,1,1,0,0,0,0,,,0,0,0,0,0,,,,0,0,,,0
1879,Denmark,DNK,128,2064,2149,10,15,1,0,2,0,0,0,0,0,4,4,1,,0,0,4,0,0,,,37.29,110.60,15.03,0,0,1,1,PEG,GBR,-1,-1,0,0,0,0,,,0,0,0,0,0,,,,0,0,,,0
1880,Denmark,DNK,128,2081,2181,10,15,1,0,3,0,0,0,0,0,3,4,1,0,0,0,4,0,0,,,32.28,97.64,9.89,0,0,1,1,PEG,GBR,1,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1881,Denmark,DNK,128,2101,2183,10,14,1,0,3,0,0,0,0,0,4,4,1,0,0,0,4,0,0,,,27.82,93.38,9.14,0,0,1,1,PEG,GBR,1,1,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1882,Denmark,DNK,128,2120,2240,10,15,1,0,3,0,0,0,0,0,4,4,1,0,0,0,4,0,0,,,27.80,99.77,13.84,0,0,1,1,PEG,GBR,1,1,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1883,Denmark,DNK,128,2137,2299,10,16,1,0,3,0,0,0,0,0,5,4,1,0,0,0,4,1,0,,,26.03,102.71,15.34,0,0,1,1,PEG,GBR,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1884,Denmark,DNK,128,2160,2285,10,16,1,0,2,0,0,0,0,0,5,4,1,0,0,0,4,1,0,,,25.88,104.66,13.97,0,0,1,1,PEG,GBR,-1,-1,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1885,Denmark,DNK,128,2186,2274,10,16,1,0,2,0,0,0,0,0,4,4,1,0,0,0,4,1,0,,,26.46,105.85,15.51,1,1,1,1,PEG,GBR,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1886,Denmark,DNK,128,2213,2336,10,16,1,0,2,0,0,0,0,0,4,4,1,0,0,0,4,1,0,,,26.97,78.36,6.84,0,0,1,1,PEG,GBR,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1887,Denmark,DNK,128,2237,2395,11,16,1,0,2,0,0,0,0,0,4,4,1,0,0,0,4,1,0,,,28.31,83.92,7.98,0,0,1,1,PEG,GBR,0,1,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1888,Denmark,DNK,128,2257,2389,11,17,1,0,2,0,0,0,0,0,3,4,1,0,0,0,4,1,0,,,26.87,77.02,9.89,0,0,1,1,PEG,GBR,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1889,Denmark,DNK,128,2276,2400,11,17,1,0,2,0,0,0,0,0,4,4,1,0,0,0,4,1,0,,,25.40,80.64,8.70,0,0,1,1,PEG,GBR,0,1,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1890,Denmark,DNK,128,2294,2523,11,17,1,0,2,0,0,0,0,1,4,4,1,0,0,0,4,1,0,,,27.33,84.45,11.67,0,0,1,1,PEG,GBR,1,1,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1891,Denmark,DNK,128,2311,2555,11,17,1,0,3,0,0,0,0,1,4,4,1,0,0,0,4,1,0,,,26.51,90.11,13.78,0,0,1,1,PEG,GBR,-1,-1,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1892,Denmark,DNK,128,2327,2598,12,18,1,0,2,0,0,0,0,1,4,4,1,0,0,0,4,1,0,,,26.24,90.43,10.80,0,0,1,1,PEG,GBR,-1,-2,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1893,Denmark,DNK,128,2344,2629,12,18,1,0,2,0,0,0,0,1,4,4,1,0,0,0,4,1,1,,,24.95,87.30,9.85,0,0,1,1,PEG,GBR,1,1,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1894,Denmark,DNK,128,2367,2657,12,18,1,0,2,0,0,0,0,1,4,4,1,0,0,0,4,1,1,,,22.43,86.26,8.44,0,0,1,1,PEG,GBR,-1,-1,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1895,Denmark,DNK,128,2397,2770,12,19,1,0,2,0,0,0,0,1,4,3,1,0,0,0,4,1,1,,,21.41,81.14,9.09,0,0,1,1,PEG,GBR,0,-1,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1896,Denmark,DNK,128,2428,2836,13,19,1,0,2,0,0,0,0,1,4,4,1,0,0,0,4,1,1,,,20.75,79.87,9.62,0,0,1,1,PEG,GBR,1,1,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1897,Denmark,DNK,128,2462,2863,13,18,1,0,2,0,0,0,0,1,5,4,1,0,0,0,4,1,1,,,19.87,82.21,11.57,0,0,1,1,PEG,GBR,0,1,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1898,Denmark,DNK,128,2497,2870,13,19,1,0,2,0,0,0,0,1,5,4,1,0,0,0,4,1,1,,,19.91,84.92,12.61,0,0,1,1,PEG,GBR,1,1,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1899,Denmark,DNK,128,2530,2952,13,19,1,0,2,0,0,0,0,1,6,4,1,0,0,0,4,1,1,,,20.56,87.70,12.12,0,0,1,1,PEG,GBR,1,1,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1900,Denmark,DNK,128,2561,3017,13,20,1,0,2,0,0,0,0,1,6,4,1,0,0,0,4,1,1,,,20.15,90.69,13.61,0,0,1,1,PEG,GBR,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1901,Denmark,DNK,128,2594,3104,14,20,1,0,2,0,0,0,0,1,6,4,1,0,0,0,4,1,1,,,18.41,86.63,10.33,0,0,1,1,PEG,GBR,-1,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1902,Denmark,DNK,128,2623,3141,14,20,1,0,2,0,0,0,0,1,4,4,1,0,0,0,4,2,1,,,19.01,85.92,10.59,0,0,1,1,PEG,GBR,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1903,Denmark,DNK,128,2653,3290,15,20,1,0,2,0,0,0,0,1,5,4,1,0,0,0,4,2,1,,,19.99,86.14,9.92,0,0,1,1,PEG,GBR,0,1,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1904,Denmark,DNK,128,2681,3326,15,21,1,0,2,0,0,0,0,1,5,4,1,0,0,0,4,2,1,,,19.13,86.49,9.99,0,0,1,1,PEG,GBR,-1,-1,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1905,Denmark,DNK,128,2710,3346,15,21,2,0,2,0,0,0,0,1,5,4,1,0,0,0,4,2,1,,,19.48,84.30,9.37,0,0,1,1,PEG,GBR,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1906,Denmark,DNK,128,2741,3402,15,22,2,0,2,0,1,0,0,1,5,4,1,0,0,0,4,2,1,,,20.74,87.72,13.66,0,0,1,1,PEG,GBR,1,2,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1907,Denmark,DNK,128,2775,3486,16,23,2,0,3,0,1,0,0,1,6,4,1,0,0,0,4,2,1,,,21.88,92.83,15.78,0,0,1,1,PEG,GBR,0,1,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1908,Denmark,DNK,128,2809,3552,16,23,2,0,3,0,1,0,0,1,7,4,1,0,0,0,4,3,1,,,20.81,88.52,14.96,1,1,1,1,PEG,GBR,-2,-2,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1909,Denmark,DNK,128,2845,3643,16,24,2,0,3,0,1,0,0,1,5,4,1,0,0,0,4,3,1,,,20.45,86.72,15.12,0,0,1,1,PEG,GBR,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1910,Denmark,DNK,128,2882,3705,17,24,2,0,3,0,1,0,0,1,5,4,1,0,0,0,4,3,2,,,19.17,79.93,11.44,0,0,1,1,PEG,GBR,1,1,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1911,Denmark,DNK,128,2917,3857,17,25,2,0,3,0,1,1,0,1,5,4,1,0,0,0,4,3,2,,,18.53,77.40,11.98,0,0,1,1,PEG,GBR,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1912,Denmark,DNK,128,2951,3812,17,25,2,0,3,0,1,1,0,1,5,4,1,0,0,0,4,3,2,,,17.92,78.62,12.56,0,0,1,1,PEG,GBR,1,1,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1913,Denmark,DNK,128,2983,3912,18,26,2,0,3,0,1,1,0,1,6,4,2,0,0,0,4,3,2,,,16.92,82.05,13.86,0,0,1,1,PEG,GBR,1,1,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1914,Denmark,DNK,128,3018,4110,18,25,3,0,3,0,1,1,0,2,6,4,2,0,0,0,4,3,2,,,16.35,80.39,10.11,0,0,0,0,FLOAT,HYBRID,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1915,Denmark,DNK,128,3055,3778,17,26,3,,3,,1,1,0,2,6,5,2,0,0,0,4,4,2,,,14.25,76.95,7.41,0,0,0,0,FLOAT,HYBRID,,,0,0,,0,,,0,0,0,0,0,,,,0,0,,0,
1916,Denmark,DNK,128,3092,3891,17,29,4,,4,,1,1,0,2,5,5,2,0,0,0,4,4,2,,,10.38,75.83,8.11,0,0,0,0,FLOAT,HYBRID,,,1,0,0,0,,,0,0,0,1,0,,,,0,0,0,0,0
1917,Denmark,DNK,128,3130,3617,16,27,4,,5,,1,1,0,3,5,5,2,0,0,0,3,5,2,,,9.85,72.51,7.41,0,0,0,0,FLOAT,HYBRID,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1918,Denmark,DNK,128,3165,3459,16,28,5,,5,,1,1,1,3,5,5,3,0,0,1,3,5,2,,,8.74,77.53,7.46,0,0,0,0,FLOAT,HYBRID,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1919,Denmark,DNK,128,3202,3860,17,34,6,,6,,2,1,1,4,6,5,3,0,1,1,4,6,2,,,9.76,80.75,8.63,0,0,0,0,FLOAT,HYBRID,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1920,Denmark,DNK,128,3242,3992,18,32,7,,8,,3,2,1,4,7,6,3,0,1,1,6,7,2,,,9.93,80.39,8.20,0,0,0,0,FLOAT,HYBRID,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1921,Denmark,DNK,128,3285,3826,17,26,6,,6,0,2,1,1,4,6,6,3,0,0,1,6,8,2,,,10.54,90.18,12.81,1,1,0,0,FLOAT,HYBRID,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1922,Denmark,DNK,128,3322,4166,19,28,5,0,5,0,1,1,1,4,6,5,3,0,0,1,5,7,3,,,10.00,86.85,13.15,0,0,0,0,FLOAT,HYBRID,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1923,Denmark,DNK,128,3356,4559,20,32,6,0,6,0,2,2,1,4,6,5,3,0,0,0,5,8,3,,,10.31,88.53,14.99,0,0,0,0,FLOAT,HYBRID,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1924,Denmark,DNK,128,3389,4528,20,30,7,0,6,0,2,2,1,4,6,5,3,0,0,1,6,8,3,,,10.36,93.20,18.58,0,0,0,0,FLOAT,HYBRID,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1925,Denmark,DNK,128,3425,4378,20,29,6,0,6,0,2,2,1,3,6,5,3,0,0,1,5,7,3,,,8.87,91.26,17.33,0,0,0,0,FLOAT,HYBRID,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1926,Denmark,DNK,128,3452,4598,21,29,6,0,5,0,2,1,0,3,5,5,3,0,0,0,4,7,3,,,9.66,88.34,15.15,0,0,0,0,FLOAT,HYBRID,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1927,Denmark,DNK,128,3475,4658,21,30,5,0,5,0,2,1,0,3,5,5,2,0,0,1,4,7,4,,,10.15,84.46,11.24,0,0,1,1,PEG,HYBRID,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1928,Denmark,DNK,128,3497,4785,22,32,5,0,5,0,2,2,0,3,5,5,2,0,0,1,4,7,4,,,11.66,81.21,10.95,0,0,1,1,PEG,HYBRID,0,1,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1929,Denmark,DNK,128,3518,5075,23,33,6,0,5,0,2,2,0,3,5,5,3,0,0,0,4,8,4,,,11.80,81.44,11.29,0,0,1,1,PEG,HYBRID,1,1,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1930,Denmark,DNK,128,3542,5341,24,35,6,0,5,0,2,2,0,3,5,5,3,0,0,0,4,8,4,,,11.81,79.61,10.75,0,0,1,1,PEG,HYBRID,-2,-3,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1931,Denmark,DNK,128,3569,5359,24,35,5,0,4,0,1,1,0,3,5,5,2,0,0,1,4,8,4,,,11.85,83.81,11.09,0,1,1,1,PEG,HYBRID,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1932,Denmark,DNK,128,3603,5169,23,35,5,0,4,0,1,1,0,3,5,5,2,0,0,1,5,8,5,,,12.57,79.85,10.81,0,0,0,0,FLOAT,HYBRID,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1933,Denmark,DNK,128,3633,5291,24,36,6,0,4,0,1,1,0,3,5,4,2,0,1,1,5,8,5,,,12.87,78.20,10.90,0,0,0,0,FLOAT,HYBRID,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1934,Denmark,DNK,128,3666,5402,24,36,6,0,5,0,1,1,0,3,4,4,2,0,1,1,4,9,5,,,12.58,77.81,11.23,0,0,0,0,FLOAT,HYBRID,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1935,Denmark,DNK,128,3695,5480,25,35,6,0,5,0,1,1,0,3,4,4,2,0,1,1,5,9,5,,,12.93,79.75,10.25,0,0,0,0,FLOAT,HYBRID,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1936,Denmark,DNK,128,3722,5575,25,37,7,0,5,0,1,1,0,3,4,4,2,0,,,5,9,5,,,12.83,82.65,11.09,0,0,0,0,FLOAT,HYBRID,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1937,Denmark,DNK,128,3749,5668,25,37,7,0,5,0,2,2,1,3,5,5,2,0,,1,5,9,5,,,13.10,82.57,11.01,0,0,0,0,FLOAT,HYBRID,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1938,Denmark,DNK,128,3777,5762,26,38,8,0,5,0,2,2,1,4,5,4,2,0,,1,5,10,5,,,13.13,79.88,11.29,0,0,0,0,FLOAT,HYBRID,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1939,Denmark,DNK,128,3805,5993,27,38,8,0,5,0,2,2,1,4,5,5,2,0,,1,5,10,6,,,12.90,81.95,11.38,0,0,0,0,FLOAT,HYBRID,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1940,Denmark,DNK,128,3832,5116,23,29,9,0,6,0,1,2,1,4,5,5,2,0,,1,5,10,6,,,13.07,73.89,11.16,0,0,1,1,PEG,USA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1941,Denmark,DNK,128,3863,4574,21,28,10,0,7,0,1,1,2,5,4,4,3,0,,1,5,10,6,,,11.87,60.39,11.95,0,0,1,1,PEG,USA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1942,Denmark,DNK,128,3903,4629,21,31,11,0,8,0,1,1,2,5,4,4,3,0,,1,5,10,6,,,10.68,55.54,12.90,0,0,1,1,PEG,USA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1943,Denmark,DNK,128,3949,5080,23,31,12,0,8,0,1,1,3,7,4,4,3,0,,1,5,10,6,,,9.46,43.79,15.02,0,0,1,1,PEG,USA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1944,Denmark,DNK,128,3998,5543,25,32,14,0,8,0,1,1,5,8,4,4,4,0,,1,5,10,6,,,8.04,35.20,15.50,0,0,1,1,PEG,USA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1945,Denmark,DNK,128,4045,5066,23,37,14,0,8,0,1,1,5,9,4,4,4,0,,2,5,11,7,,,7.50,32.98,14.53,0,0,1,1,PEG,USA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1946,Denmark,DNK,128,4101,5777,26,45,15,0,8,-1,3,2,,9,4,4,4,0,,2,8,12,7,,,7.73,41.80,14.04,0,0,1,1,PEG,USA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1947,Denmark,DNK,128,4146,6035,27,39,16,0,8,0,3,2,,9,4,4,5,,,2,8,13,7,,,8.16,50.82,11.39,0,0,1,1,PEG,USA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1948,Denmark,DNK,128,4190,6133,28,39,18,0,8,0,3,3,,8,4,4,6,,,2,10,14,7,,,8.23,59.52,10.92,0,0,1,1,PEG,USA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1949,Denmark,DNK,128,4230,6494,29,40,19,0,9,0,4,4,,9,4,4,5,,,3,9,15,7,,,8.40,64.18,11.73,0,0,1,1,PEG,USA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1950,Denmark,DNK,128,4271,6943,31,43,22,0,9,-1,6,5,4,9,4,5,5,,,3,10,16,8,,,8.32,69.56,12.45,0,0,1,1,PEG,USA,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1951,Denmark,DNK,128,4304,6936,31,43,23,0,10,0,7,6,6,9,5,5,6,,,3,9,16,8,6,11,8.37,73.71,13.00,0,0,0,0,FLOAT,USA,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1952,Denmark,DNK,128,4334,6955,31,42,25,0,10,0,7,6,6,10,5,5,6,,,4,8,17,8,6,11,8.40,73.23,12.81,0,0,1,1,PEG,USA,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1953,Denmark,DNK,128,4369,7292,32,43,26,0,10,0,7,6,6,10,5,5,6,0,,4,7,18,8,6,12,8.51,74.64,12.67,0,0,1,1,PEG,USA,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1954,Denmark,DNK,128,4406,7371,33,45,28,0,10,-1,8,7,6,10,5,5,6,0,4,4,7,19,9,7,12,8.74,79.46,13.74,0,0,1,1,PEG,USA,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1955,Denmark,DNK,128,4439,7395,33,45,29,0,11,0,8,7,6,11,6,6,6,0,5,4,7,20,9,7,13,8.84,78.32,14.15,0,0,1,1,PEG,USA,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1956,Denmark,DNK,128,4466,7439,34,45,31,0,12,0,9,8,7,11,6,6,7,0,5,5,8,21,10,7,14,8.93,78.28,14.45,0,0,1,1,PEG,USA,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1957,Denmark,DNK,128,4488,7965,35,45,33,0,12,0,9,8,7,12,6,6,7,,5,5,7,22,10,8,14,9.01,78.45,15.93,0,0,1,1,PEG,USA,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1958,Denmark,DNK,128,4515,8095,36,46,34,0,12,1,9,9,8,14,6,5,7,,6,6,7,24,11,8,15,8.92,74.43,17.13,0,0,1,1,PEG,USA,-1,-1,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
